Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11357672,54602436,2025,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,HiOxy Mask Dewasa,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1598400,1598400
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11543684,54486908,2025,E-Katalog 5.0,APBD,CV. DWI GUNA,E-Purchasing,Pengadaan Barang,CETAK BLANKO SPPD,PROSES KONTRAK PPK,784000,784000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,01JTPYBGKZWDJNT025SVPK4YS6,55038078,2025,E-Katalog 6.0,APBD,YUNI ANGGRAENI,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan,ON PROCESS,899700,899700
KAB. MAJALENGKA,PUSKESMAS CINGAMBUL - 1.02.0.00.0.00.01.0007,01K58PD10J2GJ6RS3XF2X20JTQ,56492372,2025,E-Katalog 6.0,APBD,JAYA ANUGERAH RATU,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,3374400,0
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,11696308,55778938,2025,E-Katalog 5.0,BLUD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Ibuprofen tablet/kapsul/kaplet 400 mg,PAKET SELESAI,2090000,2090000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11866395,58663183,2025,E-Katalog 5.0,APBD,CV.MULTI DIMENSI ADHI KARYA,E-Purchasing,Pengadaan Barang,Brass Gate Valve diameter 60 mm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2566200,2566200
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,11807809,56543922,2025,E-Katalog 5.0,BLUD,PT. VIAMEDIK JAYA UTAMA,E-Purchasing,Pengadaan Barang,Feroze Latex Foley Catheter 2 Way 18fr - Silicon Coated,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,366780,0
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11395638,55630625,2025,E-Katalog 5.0,APBD,CV. MEKARWANGI,E-Purchasing,Pengadaan Barang,Paket 1 Snack Dus,PAKET SELESAI,4375000,4375000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,01KBEEGX2NS4M76WZJDW3171F3,61790261,2025,E-Katalog 6.0,APBDP,WIJAYA KUSUMA ABADI,E-Purchasing,Barang," Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak",ON PROCESS,150000,150000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01JRH9Q264V95DGVNZEBP410A7,58714024,2025,E-Katalog 6.0,APBD,NRF,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,PAYMENT OUTSIDE SYSTEM,2400000,2400000
KAB. MAJALENGKA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.02.0000,11537762,57518873,2025,E-Katalog 5.0,APBD,CHERIA,E-Purchasing,Pengadaan Barang,KUE MOND,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,450000,450000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KBP0S91JYK3A119D2Q3RX4DD,58695163,2025,E-Katalog 6.0,APBD,PRADIPA PRIMA,E-Purchasing,Barang,Belanja Modal Alat Dapur,ON PROCESS,3996000,3996000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10512551000,61042106,2025,Non Tender,APBDP,CV.ILHAM NIZHAM PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Kalapa Dua - Cibulan (Godabaya) (Pajak Rokok)),SELESAI,198987089,198987089
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,01K9NSV4DMCFSNHHQAE7M8F0AN,61500571,2025,E-Katalog 6.0,APBDP,ABADI SUMBER REZEKI,E-Purchasing,Barang,Personal computer,ON PROCESS,14999999,14999999
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,11680091,55003242,2025,E-Katalog 5.0,APBD,CV. Syeilendra,E-Purchasing,Pengadaan Barang,Alat Pel/Pengepelan pakai Gagang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,85000,85000
KAB. MAJALENGKA,DINAS PERDAGANGAN DAN PERINDUSTRIAN - 3.30.3.31.0.00.01.0000,01K9S0WY61DHY6V5AH01BMP2CT,61213839,2025,E-Katalog 6.0,APBD,AURORA DUA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,ON PROCESS,43327874,43327874
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,01K8Q809WQDNKPG057SJKNMZ1J,61075372,2025,E-Katalog 6.0,APBD,ANDIR SEJAHTERA,E-Purchasing,Barang,Suku Cadang Alat Angkutan (Suku Cadang Kendaraan Pemantau Lingkungan),PAYMENT OUTSIDE SYSTEM,25446750,25446750
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11897846,59731344,2025,E-Katalog 5.0,APBD,CV.JAYA MAKMUR SENTOSA,E-Purchasing,Pengadaan Barang,Pekerjaan Pasang Granite Homogeneus Tile 60x60,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,22166340,22166340
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,11643587,55878775,2025,E-Katalog 5.0,APBD,CV.AILSA NANDA,E-Purchasing,Pengadaan Barang,Alkaline Baterai AAA isi 4 + bonus,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,200000,200000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01K4RPZEYRZXA82AB136A7TMBV,56995597,2025,E-Katalog 6.0,APBD,PRADIPA PRIMA,E-Purchasing,Jasa Lainnya,Beban Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya,ON PROCESS,4112550,4112550
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,11748028,58973866,2025,E-Katalog 5.0,APBD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Natrium diklofenak tab sal enterik 50 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2420000,2420000
KAB. MAJALENGKA,KECAMATAN MAJA - 7.01.0.00.0.00.16.0000,11651724,56899055,2025,E-Katalog 5.0,APBD,CV. LALA,E-Purchasing,Pengadaan Barang,NASI BOX,PROSES KONTRAK PPK,6000000,6000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12123894,54602436,2025,E-Katalog 5.0,BLUD,TUNAS BANGUN PRAKARSA,E-Purchasing,Pengadaan Barang,"BLUE MONOLON 3-0 CUTTING , BBMC3026 , BENANG APEX",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2373648,0
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,11673250,55950120,2025,E-Katalog 5.0,APBD,CIPTA KOMARA MANDIRI,E-Purchasing,Pengadaan Barang,Ballpoint Biru Uk 0.7 ( Tizzo Biru )00,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,945000,945000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,01KAAQQHFVSH76YXSC8SHXJ412,61052838,2025,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,978000,978000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11863091,58662674,2025,E-Katalog 5.0,APBD,Glagahwangi,E-Purchasing,Pengadaan Barang,Memasang 1 Titik Instalasi Titik Stop Kontak,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,865340,865340
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11462408,55822262,2025,E-Katalog 5.0,APBD,CV ALUKY,E-Purchasing,Pengadaan Barang,PAKET MAKAN NASI DUS/BOX,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4080000,4080000
KAB. MAJALENGKA,PUSKESMAS CINGAMBUL - 1.02.0.00.0.00.01.0007,01K37MVWJCS06K47J1SYK6TXZV,56493160,2025,E-Katalog 6.0,APBD,PUTRA INTAN SEHATI,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,PAYMENT OUTSIDE SYSTEM,15772545,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11985866,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Ampisilin/Ampicillin injeksi 1000 mg (i.v),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,10410000,10410000
KAB. MAJALENGKA,PUSKESMAS WARINGIN - 1.02.0.00.0.00.01.0028,12117150,60490254,2025,E-Katalog 5.0,BLUD,PT CATUR DARA MAKMUR,E-Purchasing,Pengadaan Barang,ACYCLOVIR KRIM,PAKET SELESAI,637000,637000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11756876,58159278,2025,E-Katalog 5.0,BLUD,PT. Biotech Farma,E-Purchasing,Pengadaan Barang,"PERBAIKAN BABY INCUBATOR ( silicone water tube, silicone pump tube, iris bag, Hepa filter)",PAKET SELESAI,39700000,39700000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11864001,58662501,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,Pipa GI dia.60 mm (class medium),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4758400,4758400
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,01K8JBM15QBPTHPJ8YB3HV35CT,55879405,2025,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Alat /Bahan untuk kegiatan Kantor- ATK,ON PROCESS,919500,919500
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11863443,58662989,2025,E-Katalog 5.0,APBD,CV. CIPTA KANAKA ASRI,E-Purchasing,Pengadaan Barang,Tee Dia 50 mm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,932000,932000
KAB. MAJALENGKA,PUSKESMAS CINGAMBUL - 1.02.0.00.0.00.01.0007,01K9TTR030A0AK4SPJEDQSCF5Q,56493160,2025,E-Katalog 6.0,APBD,ALKES INDO TRIMITRA,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,PAYMENT OUTSIDE SYSTEM,33300000,0
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01K7ZY71MXG88DPWJWKZY4G0SR,61130231,2025,E-Katalog 6.0,APBDP,DUA PUTRA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,13090000,13090000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11758530,54602436,2025,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Klobazam tab 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1636000,1636000
KAB. MAJALENGKA,PUSKESMAS CINGAMBUL - 1.02.0.00.0.00.01.0007,12094976,56492372,2025,E-Katalog 5.0,APBD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,"Antihemoroid, kombinasi: bismut subgalat 150 mg + heksaklorofen 2,5 mg + lidokain lidokain 10 mg+ seng oksida 120 mg + sup ad 2 g",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,325000,325000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",10179527000,54971210,2025,Non Tender,APBD,RESA JAYA MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi/ Pemeliharaan Jalan Lingkungan Perdesaan Desa Gunungwangi Kec. Argapura,SELESAI,198648000,198648000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11446830,55358626,2025,E-Katalog 5.0,APBD,CV. LALA,E-Purchasing,Pengadaan Barang,Snack Box paket 1,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1750000,1750000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01K3MWPHDMTVMMBNE5QEJTC7TY,55781251,2025,E-Katalog 6.0,APBD,TARA JAGAT MANUNGGAL,E-Purchasing,Barang,Belanja modal peralatan dan mesin UPTD Puskesmas Sindangwangi,ON PROCESS,6000000,6000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11357682,54602436,2025,E-Katalog 5.0,BLUD,PT ETANA BIOTECHNOLOGIES INDONESIA,E-Purchasing,Pengadaan Barang,Eritropoetin-alfa injeksi 2.000 IU,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,11503600,11503600
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,01K9BPZ7T59DJ70XG5QVAKHW7H,61269935,2025,E-Katalog 6.0,APBD,MULYA UTAMA SUPPLY AND DISTRIBUTION,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,112986900,112986900
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,01K9NSD9DTKK3FDMF632G05NDZ,61527228,2025,E-Katalog 6.0,APBDP,ABADI SUMBER REZEKI,E-Purchasing,Jasa Lainnya,"Beban Pemeliharaan Alat Studio, Komunikasi, dan Pemancar-Peralatan Pemancar-Peralatan Pemancar VHF/FM  ",ON PROCESS,14999000,14999000
KAB. MAJALENGKA,PUSKESMAS CINGAMBUL - 1.02.0.00.0.00.01.0007,01KCGCWKX0BYJYYCJ4A7YB7TP5,56492372,2025,E-Katalog 6.0,APBD,ALKES INDO TRIMITRA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,15825270,15825270
KAB. MAJALENGKA,PUSKESMAS WARINGIN - 1.02.0.00.0.00.01.0028,11698732,56205552,2025,E-Katalog 5.0,BLUD,CV. ALHAMDULILLAH,E-Purchasing,Pengadaan Barang,Keset,PAKET SELESAI,223500,223500
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,11740170,56788615,2025,E-Katalog 5.0,APBD,PT MULYATAMA ABADI MEDIKA,E-Purchasing,Pengadaan Barang,Viscostat Ultradent,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,170000,0
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01K9VEC085HNKY6VESF7NY9PJ0,61558346,2025,E-Katalog 6.0,"APBD,APBDP",LUTFI DJAYA BERSAMA,E-Purchasing,Barang,Bahan Cetak Karcis,ON PROCESS,102693870,102693870
KAB. MAJALENGKA,PUSKESMAS SALAGEDANG - 1.02.0.00.0.00.01.0014,11816496,58380163,2025,E-Katalog 5.0,APBD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Alcohol Swabs,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1371960,1371960
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KC113MA7AR1164B695TAZ9XP,54499595,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Belanja Fotocopy Bidang Bina Marga-Perencanaan),ON PROCESS,2160000,2160000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,11921871,54945612,2025,E-Katalog 5.0,APBD,CV Nusantara Bintang Abadi,E-Purchasing,Pengadaan Barang,Pasangan Batu,PROSES KONTRAK PPK,55500000,55500000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11353600,54602436,2025,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Akarbose tab 50 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1050000,1050000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,11470555,55914417,2025,E-Katalog 5.0,APBD,CV.JAYA MAKMUR SENTOSA,E-Purchasing,Pengadaan Barang,Sewa Tenda,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,36000000,36000000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,11793126,55784282,2025,E-Katalog 5.0,APBD,PT. SATORIA ANEKA INDUSTRI,E-Purchasing,Pengadaan Barang,"Ringer Laktat/Ringer Lactate, @500 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6798400,6798400
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10312177000,58776809,2025,Non Tender,APBD,CV. AMMAR RIZKI BAHAGIA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat ( Pemeliharaan Jalan Pasir Endah (Mirat)),SELESAI,199111163,199111163
KAB. MAJALENGKA,KECAMATAN CIGASONG - 7.01.0.00.0.00.04.0000,10574513000,61160875,2025,Non Tender,APBDP,CV Berkah Jaya Cipta Karya,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Pemeliharaan Jalan dan Jembatan-Jembatan-Jembatan Lainnya (Perbaikan Gorong-gorong RT.002 RW. 001 Kelurahan Cicenang),SELESAI,24894173,24894173
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01JZMT1V0TN4GSNSVH41G09QGQ,58696146,2025,E-Katalog 6.0,APBD,NRF,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,PAYMENT OUTSIDE SYSTEM,1260000,1260000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KBNZF26Q3DMNE4JZZ0MP653D,61919990,2025,E-Katalog 6.0,APBDP,CV. KRAMAT PUTRA PERKASA,E-Purchasing,Barang,Belanja Modal Alat Kantor Lainnya  ,ON PROCESS,32467500,32467500
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10196298000,55192345,2025,Non Tender,APBD,CV. PRAKARSA PUTRA MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Lengkong Wetan - Padaherang - Heuleut),SELESAI,199280183,199280183
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,11646522,54762386,2025,E-Katalog 5.0,APBD,CV. ANUGRAH PRATAMA SUNARYA,E-Purchasing,Pengadaan Barang,KARTU DISPOSISI,PROSES KONTRAK PPK,1500000,1500000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",11654888,56677742,2025,E-Katalog 5.0,APBD,CV.KILAT MAJU,E-Purchasing,Pengadaan Barang,Sapu Lidi (1),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,300000,300000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,11697149,57552072,2025,E-Katalog 5.0,APBD,CV. RIDO UTAMA,E-Purchasing,Pengadaan Barang,Gelas Kaca,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1832640,1832640
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01KC33HRPPY42C68YF017SP7CP,61047125,2025,E-Katalog 6.0,APBD,MELLY AGUNG REDANA,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Aktivitas Lapangan,PAYMENT OUTSIDE SYSTEM,167425000,167425000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KC35PWZ9NAPVBD0TWDSXXCPJ,54160099,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Kertas dan Cover (Penjilidan Penyusunan Dokumen Perencanaan Perangkat Daerah),ON PROCESS,1120000,1120000
KAB. MAJALENGKA,PUSKESMAS PANYINGKIRAN - 1.02.0.00.0.00.01.0023,01K1WT738NSQ67C56N3N568TRS,55795321,2025,E-Katalog 6.0,APBD,DEDEH DIHARSAH,E-Purchasing,Barang,Belanja Barang dan Jasa BOK Puskesmas,ON PROCESS,26906880,26906880
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11989079,54602436,2025,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,"Methylergometrine Maleate/ Methylergometrine/ Metilergometrin inj 0,2 mg/ml",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,675000,675000
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,01K1A9YM3SHD1BJ3TET5ADD5AT,56075702,2025,E-Katalog 6.0,APBD,OREN,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD UPTD Puskesmas Argapura,ON PROCESS,200000,200000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11943655,59702862,2025,E-Katalog 5.0,APBD,CV. MAJU BERSAMA 94,E-Purchasing,Pengadaan Barang,"Pengecatan Plafond , cat Dulux Catilac",PROSES KONTRAK PPK,4172000,4172000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,11702129,57551983,2025,E-Katalog 5.0,APBD,CV. DZILA RICH SOLUTION,E-Purchasing,Pengadaan Barang,Fotocopy,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1662300,1662300
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,01K7K4JPE16HW38W2K0E9N7PR8,61146228,2025,E-Katalog 6.0,APBD,DIERA JAYA ABADI,E-Purchasing,Barang,Belanja Modal Instalasi Listrik (Jaringan Listrik Lainnya) BLUD UPTD Puskesmas Cikijing,PAYMENT OUTSIDE SYSTEM,44999999,44999999
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01JYZKHKR3GAMRFZ4JJBF83FPS,55948251,2025,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya,ON PROCESS,34675000,34675000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01K096FRJEMSYFPVZ0NR21TBYG,56271484,2025,E-Katalog 6.0,APBD,BAYANAKA ELBERK,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,5900000,5900000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,11693162,55778938,2025,E-Katalog 5.0,BLUD,CV. ALHAMDULILLAH,E-Purchasing,Pengadaan Barang,Stempel Dinas,PAKET SELESAI,480000,480000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11982621,59825927,2025,E-Katalog 5.0,APBD,PT.HAURA KARYA NUSANTARA,E-Purchasing,Pengadaan Barang,Pasang Penutup Atap Onduvilla,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,152791758,152791758
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,01K1T2NJKMWWX4D9W2VT7SGWKF,59808472,2025,E-Katalog 6.0,APBD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,1288496,1288496
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10499478000,61069107,2025,Non Tender,APBDP,ARKASHA UTAMA CONSTRUCTION,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Haurduni Desa Maja Utara Kec. Maja (DAU P),SELESAI,199715000,199715000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,01K6M5FSQJKP4QF0TAJ2Q93364,55024287,2025,E-Katalog 6.0,"APBD,APBDP",JAYA MAKMUR SENTOSA,E-Purchasing,Barang,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Penumpang,ON PROCESS,7500000,7500000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01JZHQP2Y5M66GDB94QR4YNXPE,56021538,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Jasa Lainnya,"Belanja Pemeliharaan Alat Studio, Komunikasi, dan Pemancar-Alat Komunikasi-Alat Komunikasi Lainnya (Videotron)",ON PROCESS,19980000,19980000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11938919,59702821,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,instalasi pipa air kotor pipa PVC 3,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1700000,1700000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,11957045,55186998,2025,E-Katalog 5.0,APBD,CV. PRINGGANDANI,E-Purchasing,Pengadaan Barang,Galian Biasa,PROSES KONTRAK PPK,233120,233120
